"targetItemId","targetTier","staticCandidateRecipeId","directMissingDependency","dependencyKind","fullDependencyChain","slotIndex","alternativeIndex","occurrence","hasOtherValidRoute","sourceJar","sourceRecipePath","suggestedAction","status"
"bakeries:bagel_filled_sauce","T2","bakeries:blender/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","0","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/blender/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:blender/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","1","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/blender/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:blender/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","2","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/blender/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:blender/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","3","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/blender/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:blender/sweet_dough","#c:butter","TAG","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:butter","8","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/blender/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:blender/sweet_dough","#c:salt","TAG","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:salt","7","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/blender/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:blender/sweet_dough","bakeries:bottle_yeast","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:bottle_yeast","6","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/blender/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:compat/create/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","0","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/compat/create/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:compat/create/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","1","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/compat/create/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:compat/create/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","2","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/compat/create/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:compat/create/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","3","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/compat/create/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:compat/create/sweet_dough","#c:butter","TAG","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:butter","8","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/compat/create/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:compat/create/sweet_dough","#c:salt","TAG","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:salt","7","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/compat/create/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:compat/create/sweet_dough","bakeries:bottle_yeast","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:bottle_yeast","6","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/compat/create/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","0","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","1","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","2","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","3","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","4","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","5","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","6","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","7","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:flour_bag","bakeries:flour","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> bakeries:flour_bag -> bakeries:flour","8","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_bag.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:flour_sieve/flour","#c:flours/wheat","TAG","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> #c:flours/wheat","0","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/flour_sieve/flour.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/milling/flour","create:wheat_flour","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:flour -> create:wheat_flour","0","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/milling/flour.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/bearnaise_6","minecraft:glass_bottle","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> minecraft:glass_bottle","3","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/bearnaise_6.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/bottle_cream","minecraft:glass_bottle","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> bakeries:bottle_cream -> minecraft:glass_bottle","1","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/bottle_cream.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/butter_flour_sand","#c:butter","TAG","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> bakeries:butter_flour_sand -> #c:butter","4","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/butter_flour_sand.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/butter_flour_sand","#c:butter","TAG","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> bakeries:butter_flour_sand -> #c:butter","5","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/butter_flour_sand.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/butter_flour_sand","#c:salt","TAG","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> bakeries:butter_flour_sand -> #c:salt","6","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/butter_flour_sand.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","0","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","1","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","2","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/olive_oil","bakeries:olive","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> bakeries:olive","3","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/olive_oil.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/pastry","bakeries:bottle_yeast","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> bakeries:bottle_yeast","2","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/pastry.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/salted_dough","#c:salt","TAG","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> #c:salt","6","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/salted_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/salted_dough","bakeries:bottle_yeast","ITEM","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> bakeries:bottle_yeast","5","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/salted_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/sweet_dough","#c:butter","TAG","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:butter","8","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/sweet_dough","#c:salt","TAG","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> #c:salt","7","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/sweet_dough","bakeries:bottle_yeast","ITEM","bakeries:bagel_filled_sauce -> bakeries:bagel -> bakeries:bagel_dough -> bakeries:sweet_dough -> bakeries:bottle_yeast","6","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/sweet_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
"bakeries:bagel_filled_sauce","T2","bakeries:integration/create/mixing/whole_wheat_dough","#c:flours/wheat","TAG","bakeries:bagel_filled_sauce -> bakeries:bearnaise -> bakeries:olive_oil -> minecraft:glass_bottle -> #c:flours/wheat","0","0","1","否","[烘焙坊]bakeries-1.21.1-NeoForge-1.0.1.jar","data/bakeries/recipe/integration/create/mixing/whole_wheat_dough.json","补充直接 ID/tag 锚点或人工确认成员","REVIEW"
